,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,system_attrs_fail_reason,state
0,0,115.204892,2020-12-18 05:55:43.754218,2020-12-18 05:58:40.667629,0 days 00:02:56.913411,tanh,4.1622367201313555e-08,0.92,0.995,-2.6499437791034812,0.0007894292356471944,linear,0.6,256,medium,False,True,False,0.635489777303202,,COMPLETE
1,1,100.838625,2020-12-18 05:55:43.768248,2020-12-18 05:58:39.962825,0 days 00:02:56.194577,tanh,3.172888759151534e-05,1.0,0.9,-0.0323805014729075,0.11114645428910638,linear,0.5,256,small,False,False,False,0.02411567060323372,,COMPLETE
2,2,113.223736,2020-12-18 05:55:43.786155,2020-12-18 05:59:01.594476,0 days 00:03:17.808321,tanh,1.4861544031184945e-06,0.95,0.95,-3.0161334953029186,1.360939736818521e-05,linear,0.3,32,medium,False,True,True,0.3492622784218683,,COMPLETE
3,3,100.838625,2020-12-18 05:55:43.799866,2020-12-18 05:59:34.650581,0 days 00:03:50.850715,relu,7.11763033298842e-05,0.9,0.98,-1.9407593026444019,0.14568960167839815,linear,0.8,16,medium,True,False,False,0.584210932946188,,COMPLETE
4,4,100.838625,2020-12-18 05:58:40.008931,2020-12-18 06:01:39.402965,0 days 00:02:59.394034,tanh,1.6023983063676026e-08,0.95,0.95,-0.9738198273716523,0.03198343386738208,linear,0.9,256,small,False,False,False,0.9261964296425144,,COMPLETE
5,5,100.838625,2020-12-18 05:58:40.714845,2020-12-18 06:01:49.469804,0 days 00:03:08.754959,relu,0.008709384741851959,0.99,0.95,0.9930161364044805,0.0015596694997923946,constant,0.7,64,small,False,True,True,0.808435132902133,,COMPLETE
6,6,112.873211,2020-12-18 05:59:01.624438,2020-12-18 06:02:10.698749,0 days 00:03:09.074311,tanh,2.0155572194274083e-06,0.99,0.99,0.22402583439856283,1.1095617243613116e-05,linear,0.3,2048,medium,True,True,False,0.762793562478437,,COMPLETE
7,7,135.682997,2020-12-18 05:59:34.681852,2020-12-18 06:02:40.512767,0 days 00:03:05.830915,relu,0.002487133193127539,1.0,0.995,-1.1242918842585974,0.00011699801003629934,constant,5.0,128,small,True,True,True,0.31007933322445524,,COMPLETE
8,8,-32.804044,2020-12-18 06:01:39.437428,2020-12-18 06:04:46.038966,0 days 00:03:06.601538,tanh,0.00023045421759169355,0.95,0.95,-2.2989093383317587,0.15095458432300263,constant,0.7,128,small,False,True,False,0.3578621156645506,,COMPLETE
9,9,100.838625,2020-12-18 06:01:49.503405,2020-12-18 06:04:51.448935,0 days 00:03:01.945530,tanh,1.4175925404018132e-08,0.95,0.95,0.07323283102441813,0.0011499876857116375,linear,0.8,256,small,True,False,True,0.10845667602566056,,COMPLETE
10,10,113.51398399999998,2020-12-18 06:02:10.757056,2020-12-18 06:05:13.713217,0 days 00:03:02.956161,tanh,7.80876903608831e-08,0.9,0.99,-3.458569651580376,7.08004404857788e-05,linear,5.0,1024,medium,True,True,False,0.8724517574286145,,COMPLETE
11,11,100.838625,2020-12-18 06:02:40.559385,2020-12-18 06:05:46.886095,0 days 00:03:06.326710,relu,0.016005754535770404,0.8,0.99,-2.307543098770782,0.3249084851151698,constant,0.3,128,medium,False,False,False,0.03715732445112219,,COMPLETE
12,12,100.838625,2020-12-18 06:04:46.081827,2020-12-18 06:07:47.927031,0 days 00:03:01.845204,tanh,1.513731818902196e-08,0.98,0.9999,0.3797007144956721,0.0011667688768975104,constant,0.9,128,medium,False,False,False,0.7666431815503192,,COMPLETE
13,13,100.838625,2020-12-18 06:04:51.481131,2020-12-18 06:08:42.774623,0 days 00:03:51.293492,tanh,2.21221750374828e-08,0.95,0.99,-0.7239741092084557,0.0005656274257974746,constant,0.6,16,medium,False,True,False,0.48362041972532877,,COMPLETE
14,14,113.110293,2020-12-18 06:05:13.745408,2020-12-18 06:08:15.828589,0 days 00:03:02.083181,relu,1.6641396331499844e-05,0.95,0.999,-3.3647850534027754,0.003384452926066718,linear,0.8,128,medium,False,True,False,0.5169456965875104,,COMPLETE
15,15,83.696034,2020-12-18 06:05:46.930367,2020-12-18 06:08:51.484869,0 days 00:03:04.554502,relu,0.0005077412552412838,0.8,0.95,-1.7054894263281835,0.002579401432871036,linear,0.3,2048,small,False,False,False,0.3103529158016566,,PRUNED
16,16,100.838625,2020-12-18 06:07:47.962897,2020-12-18 06:10:44.759239,0 days 00:02:56.796342,relu,1.295272068446584e-07,0.98,0.99,-1.1118094357640937,0.03731106345430504,constant,0.9,256,small,False,False,True,0.36463706686068065,,COMPLETE
17,17,100.838625,2020-12-18 06:08:15.872611,2020-12-18 06:11:12.146896,0 days 00:02:56.274285,tanh,0.0011041083955427877,0.9,0.995,-0.08350816337791533,0.055169710231513076,constant,1.0,1024,small,False,True,False,0.302570373981744,,COMPLETE
18,18,100.838625,2020-12-18 06:08:42.805890,2020-12-18 06:13:18.719062,0 days 00:04:35.913172,tanh,1.519058512308825e-07,0.99,0.9999,-0.2534607860195379,0.0010713536532281974,linear,0.8,8,small,False,False,False,0.6252423901097028,,COMPLETE
